year,district,dname,region,LANGUAGE,GRADE,rla_docs,rla_all_unsatgl_nm,rla_all_approgl_nm,rla_all_meetsgl_nm,rla_all_mastrgl_nm,m_docs,m_all_unsatgl_nm,m_all_approgl_nm,m_all_meetsgl_nm,m_all_mastrgl_nm
23,69902,NUECES CANYON C,15,english,3,20,10,10,4,2,20,10,10,4,1
23,70801,WAXAHACHIE FAIT,10,english,3,116,55,61,23,4,151,91,60,22,7
23,70901,AVALON ISD,10,english,3,29,6,23,7,0,29,12,17,6,2
23,70903,ENNIS ISD,10,english,3,443,85,358,223,64,444,91,353,213,89
23,70905,FERRIS ISD,10,english,3,152,30,122,71,20,182,56,126,47,12
23,70907,ITALY ISD,10,english,3,39,12,27,16,5,39,11,28,16,5
23,70908,MIDLOTHIAN ISD,10,english,3,737,137,600,402,135,750,161,589,370,162
23,70909,MILFORD ISD,10,english,3,11,5,6,3,0,11,5,6,0,0
23,70910,PALMER ISD,10,english,3,98,16,82,50,24,98,17,81,52,17
23,70911,RED OAK ISD,10,english,3,406,92,314,195,64,419,124,295,169,54
23,70912,WAXAHACHIE ISD,10,english,3,758,162,596,382,122,781,214,567,347,139
23,70915,MAYPEARL ISD,10,english,3,101,21,80,48,15,99,33,66,47,23
23,71801,BURNHAM WOOD CH,19,english,3,74,8,66,58,27,74,11,63,44,19
23,71806,HARMONY PUBLIC,19,english,3,385,101,284,195,67,390,107,283,165,53
23,71807,LA FE PREPARATO,19,english,3,0,,,,,0,,,,
23,71809,VISTA DEL FUTUR,19,english,3,37,4,33,23,9,37,8,29,17,8
23,71901,CLINT ISD,19,english,3,588,188,400,221,53,592,217,375,168,51
23,71902,EL PASO ISD,19,english,3,2669,539,2130,1402,576,2684,723,1961,1110,406
23,71903,FABENS ISD,19,english,3,88,27,61,38,10,96,45,51,21,2
23,71904,SAN ELIZARIO IS,19,english,3,124,31,93,53,18,167,46,121,47,18
23,71905,YSLETA ISD,19,english,3,1713,273,1440,988,385,1920,334,1586,1034,419
23,71906,ANTHONY ISD,19,english,3,49,15,34,14,2,50,20,30,8,0
23,71907,CANUTILLO ISD,19,english,3,326,53,273,189,73,329,46,283,185,88
23,71908,TORNILLO ISD,19,english,3,23,6,17,13,4,50,8,42,20,6
23,71909,SOCORRO ISD,19,english,3,3058,650,2408,1633,640,3073,754,2319,1394,505
23,72901,THREE WAY ISD,11,english,3,16,8,8,2,1,16,8,8,1,0
23,72902,DUBLIN ISD,11,english,3,75,11,64,38,12,76,10,66,33,7
23,72903,STEPHENVILLE IS,11,english,3,258,33,225,153,60,273,32,241,173,91
23,72904,BLUFF DALE ISD,11,english,3,16,2,14,9,3,16,4,12,9,3
23,72908,HUCKABAY ISD,11,english,3,24,3,21,11,4,24,3,21,16,6
23,72909,LINGLEVILLE ISD,11,english,3,16,8,8,7,3,16,8,8,4,1
23,72910,MORGAN MILL ISD,11,english,3,18,7,11,7,1,18,6,12,3,1
23,73901,CHILTON ISD,12,english,3,43,13,30,13,4,43,13,30,14,3
23,73903,MARLIN ISD,12,english,3,60,33,27,16,2,60,29,31,12,2
23,73904,WESTPHALIA ISD,12,english,3,16,1,15,12,3,16,2,14,9,2
23,73905,ROSEBUD-LOTT IS,12,english,3,55,10,45,22,5,55,19,36,17,5
23,74903,BONHAM ISD,10,english,3,129,37,92,44,13,126,46,80,45,12
23,74904,DODD CITY ISD,10,english,3,22,2,20,11,3,22,2,20,5,2
23,74905,ECTOR ISD,10,english,3,13,4,9,4,0,13,3,10,7,1
23,74907,HONEY GROVE ISD,8,english,3,47,3,44,32,14,47,7,40,33,15
23,74909,LEONARD ISD,10,english,3,52,10,42,24,8,52,6,46,33,11
23,74911,SAVOY ISD,10,english,3,22,1,21,16,7,22,2,20,15,7
23,74912,TRENTON ISD,10,english,3,59,15,44,28,5,59,25,34,15,4
23,74917,SAM RAYBURN ISD,10,english,3,37,5,32,20,3,37,7,30,17,6
23,75901,FLATONIA ISD,13,english,3,45,2,43,37,11,44,0,44,30,9
23,75902,LA GRANGE ISD,13,english,3,119,25,94,69,23,119,26,93,48,22
23,75903,SCHULENBURG ISD,13,english,3,45,9,36,20,8,45,17,28,19,8
23,75906,FAYETTEVILLE IS,13,english,3,16,1,15,10,5,16,2,14,8,5
23,75908,ROUND TOP-CARMI,13,english,3,19,1,18,8,1,19,5,14,9,2
23,76903,ROBY CISD,14,english,3,22,7,15,6,2,22,9,13,7,2
23,76904,ROTAN ISD,14,english,3,26,5,21,16,5,26,4,22,17,7
23,77901,FLOYDADA COLLEG,17,english,3,38,6,32,21,7,38,6,32,19,5
23,77902,LOCKNEY ISD,17,english,3,23,7,16,10,4,23,12,11,5,2
23,78901,CROWELL ISD,9,english,3,15,7,8,4,1,15,4,11,6,3
23,79901,LAMAR CISD,4,english,3,3138,426,2712,2008,977,3200,581,2619,1739,736
23,79906,NEEDVILLE ISD,4,english,3,258,22,236,172,71,259,22,237,173,78
23,79907,FORT BEND ISD,4,english,3,5431,966,4465,3180,1384,5449,1221,4228,2805,1414
23,79910,STAFFORD MSD,4,english,3,228,75,153,107,39,230,65,165,101,48
23,80901,MOUNT VERNON IS,8,english,3,102,15,87,62,28,103,19,84,58,25
23,81902,FAIRFIELD ISD,12,english,3,121,31,90,53,22,121,36,85,39,13
23,81904,TEAGUE ISD,12,english,3,76,15,61,47,25,76,10,66,51,19
23,81905,WORTHAM ISD,12,english,3,36,8,28,19,3,36,11,25,16,6
23,81906,DEW ISD,12,english,3,14,0,14,12,3,14,0,14,12,7
23,82902,DILLEY ISD,20,english,3,57,30,27,12,4,57,28,29,13,5
23,82903,PEARSALL ISD,20,english,3,138,43,95,56,13,134,51,83,36,14
23,83901,SEAGRAVES ISD,17,english,3,29,11,18,8,2,29,15,14,5,1
23,83902,LOOP ISD,17,english,3,11,1,10,5,2,11,1,10,4,2
23,83903,SEMINOLE ISD,17,english,3,209,51,158,82,28,209,42,167,100,49
23,84802,ODYSSEY ACADEMY,4,english,3,123,44,79,42,14,122,62,60,22,8
23,84804,AMBASSADORS PRE,4,english,3,19,3,16,10,1,19,4,15,11,4
23,84901,DICKINSON ISD,4,english,3,781,191,590,359,133,809,250,559,318,128
23,84902,GALVESTON ISD,4,english,3,386,105,281,169,68,401,132,269,154,67
23,84903,HIGH ISLAND ISD,5,english,3,9,0,9,5,1,9,0,9,6,3
23,84906,TEXAS CITY ISD,4,english,3,524,139,385,218,57,525,161,364,198,60
23,84908,HITCHCOCK ISD,4,english,3,107,41,66,30,3,108,54,54,22,8
23,84909,SANTA FE ISD,4,english,3,314,61,253,166,49,315,73,242,156,66
23,84910,CLEAR CREEK ISD,4,english,3,2616,415,2201,1573,703,2608,525,2083,1402,646
23,84911,FRIENDSWOOD ISD,4,english,3,493,39,454,360,194,494,62,432,312,160
23,85902,POST ISD,17,english,3,46,13,33,19,5,46,8,38,26,12
23,85903,SOUTHLAND ISD,17,english,3,12,2,10,4,1,12,2,10,5,1
23,86024,DOSS CONSOLIDAT,13,english,3,0,,,,,0,,,,
23,86901,FREDERICKSBURG,13,english,3,197,41,156,93,36,200,52,148,80,26
23,86902,HARPER ISD,15,english,3,55,6,49,38,11,55,9,46,36,20
23,87901,GLASSCOCK COUNT,18,english,3,22,0,22,17,13,21,0,21,14,4
23,88902,GOLIAD ISD,3,english,3,83,17,66,35,8,83,26,57,41,9
23,89901,GONZALES ISD,13,english,3,162,33,129,83,30,161,38,123,63,20
23,89903,NIXON-SMILEY CI,13,english,3,61,8,53,31,6,61,7,54,43,21
23,89905,WAELDER ISD,13,english,3,13,8,5,2,0,13,9,4,1,0
23,90902,LEFORS ISD,16,english,3,17,5,12,7,2,17,2,15,7,1
23,90903,MCLEAN ISD,16,english,3,19,2,17,9,1,19,2,17,9,3
23,90904,PAMPA ISD,16,english,3,227,82,145,75,22,228,101,127,61,26
23,90905,GRANDVIEW-HOPKI,16,english,3,9,4,5,3,1,9,4,5,2,1
23,91901,BELLS ISD,10,english,3,72,13,59,34,11,71,13,58,34,19
23,91902,COLLINSVILLE IS,10,english,3,41,9,32,17,3,41,4,37,19,9
23,91903,DENISON ISD,10,english,3,357,79,278,183,72,373,84,289,176,66
23,91905,HOWE ISD,10,english,3,105,25,80,46,13,105,35,70,30,4
23,91906,SHERMAN ISD,10,english,3,550,202,348,187,57,549,241,308,151,54
23,91907,TIOGA ISD,10,english,3,51,10,41,23,4,51,15,36,21,6
23,91908,VAN ALSTYNE ISD,10,english,3,183,20,163,124,57,187,41,146,86,32
23,91909,WHITESBORO ISD,10,english,3,146,34,112,57,13,146,39,107,50,12
23,91910,WHITEWRIGHT ISD,10,english,3,66,19,47,33,6,65,20,45,28,10
23,91913,POTTSBORO ISD,10,english,3,104,24,80,57,22,104,30,74,36,12
23,91914,S AND S CISD,10,english,3,69,19,50,29,7,69,20,49,13,2
23,91917,GUNTER ISD,10,english,3,81,19,62,36,9,81,17,64,39,15
23,91918,TOM BEAN ISD,10,english,3,44,17,27,9,2,44,15,29,17,6
23,92901,GLADEWATER ISD,7,english,3,128,37,91,47,8,130,35,95,45,17
23,92902,KILGORE ISD,7,english,3,236,40,196,125,46,258,56,202,121,46
23,92903,LONGVIEW ISD,7,english,3,508,111,397,288,127,546,146,400,241,111
23,92904,PINE TREE ISD,7,english,3,341,67,274,177,81,340,83,257,146,60
23,92906,SABINE ISD,7,english,3,116,25,91,50,18,115,25,90,50,15
23,92907,SPRING HILL ISD,7,english,3,144,13,131,100,56,144,15,129,95,55
23,92908,WHITE OAK ISD,7,english,3,109,10,99,75,23,109,16,93,61,19
23,93901,ANDERSON-SHIRO,6,english,3,76,4,72,56,15,75,5,70,53,20
23,93903,IOLA ISD,6,english,3,51,6,45,34,22,51,7,44,33,14
23,93904,NAVASOTA ISD,6,english,3,208,63,145,90,23,207,67,140,61,22
23,93905,RICHARDS ISD,6,english,3,9,0,9,6,1,9,0,9,5,3
23,94901,SEGUIN ISD,20,english,3,472,154,318,192,56,474,142,332,178,58
23,94902,SCHERTZ-CIBOLO-,20,english,3,1043,269,774,407,123,1060,339,721,344,108
23,94903,NAVARRO ISD,20,english,3,166,33,133,81,20,166,22,144,102,38
23,94904,MARION ISD,20,english,3,103,17,86,63,23,102,25,77,48,27
23,95901,ABERNATHY ISD,17,english,3,62,11,51,26,6,62,21,41,25,4
23,95902,COTTON CENTER I,17,english,3,8,1,7,6,0,8,1,7,6,3
23,95903,HALE CENTER ISD,17,english,3,38,11,27,14,4,38,5,33,16,9
23,95904,PETERSBURG ISD,17,english,3,16,1,15,9,5,16,4,12,6,2
23,95905,PLAINVIEW ISD,17,english,3,310,128,182,110,34,310,142,168,78,28
23,96904,MEMPHIS ISD,16,english,3,32,4,28,12,3,32,10,22,11,4
23,96905,TURKEY-QUITAQUE,16,english,3,13,1,12,10,6,13,1,12,9,6
23,97902,HAMILTON ISD,12,english,3,47,6,41,29,14,47,6,41,30,14
23,97903,HICO ISD,12,english,3,51,10,41,30,5,51,8,43,24,6
23,98901,GRUVER ISD,16,english,3,31,0,31,27,13,31,0,31,19,9
23,98903,PRINGLE-MORSE C,16,english,3,12,2,10,8,2,12,3,9,4,0
23,98904,SPEARMAN ISD,16,english,3,46,7,39,27,15,46,6,40,32,12
23,99902,CHILLICOTHE ISD,9,english,3,12,1,11,5,1,12,2,10,3,1
23,99903,QUANAH ISD,9,english,3,23,5,18,12,5,23,7,16,10,4
23,100903,KOUNTZE ISD,5,english,3,83,13,70,47,25,84,23,61,45,17
23,100904,SILSBEE ISD,5,english,3,174,40,134,78,20,172,51,121,57,24
23,100905,HARDIN-JEFFERSO,5,english,3,210,40,170,100,24,211,35,176,97,30
23,100907,LUMBERTON ISD,5,english,3,313,61,252,161,52,312,83,229,145,58
23,100908,WEST HARDIN COU,5,english,3,34,8,26,15,4,34,12,22,7,2
23,101802,SER-NINOS CHART,4,english,3,53,10,43,28,12,53,14,39,26,9
23,101803,ARISTOI CLASSIC,4,english,3,131,23,108,86,26,131,35,96,63,25
23,101806,RAUL YZAGUIRRE,4,english,3,71,17,54,33,12,106,18,88,56,14
23,101810,ACADEMY OF ACCE,4,english,3,83,29,54,35,14,83,24,59,24,11
23,101814,THE VARNETT PUB,4,english,3,101,45,56,29,6,101,35,66,31,14
23,101815,ALIEF MONTESSOR,4,english,3,33,6,27,19,5,33,8,25,13,4
23,101819,AMIGOS POR VIDA,4,english,3,49,5,44,35,15,49,8,41,25,12
23,101828,HOUSTON GATEWAY,4,english,3,181,37,144,100,34,180,24,156,109,41
23,101838,SOUTHWEST SCHOO,4,english,3,124,64,60,32,3,124,52,72,29,6
23,101840,TWO DIMENSIONS,4,english,3,36,9,27,15,3,36,24,12,5,0
23,101842,COMQUEST ACADEM,4,english,3,0,,,,,0,,,,
23,101845,YES PREP PUBLIC,4,english,3,244,68,176,108,37,244,58,186,107,43
23,101846,HARMONY PUBLIC,4,english,3,209,48,161,99,32,208,62,146,69,19
23,101847,BEATRICE MAYES,4,english,3,57,10,47,24,4,57,8,49,28,4
23,101849,ACCELERATED INT,4,english,3,18,8,10,5,2,18,6,12,3,1
23,101853,BAKERRIPLEY COM,4,english,3,91,43,48,21,4,91,49,42,15,2
23,101855,MEYERPARK ELEME,4,english,3,28,5,23,15,1,28,13,15,5,0
23,101856,DRAW ACADEMY,4,english,3,53,14,39,18,5,53,17,36,14,3
23,101858,HARMONY PUBLIC,4,english,3,531,101,430,290,122,532,146,386,224,99
23,101859,STEP CHARTER SC,4,english,3,66,24,42,27,10,65,23,42,21,12
23,101861,THE RHODES SCHO,4,english,3,59,24,35,15,2,59,34,25,15,4
23,101862,HARMONY PUBLIC,4,english,3,425,50,375,297,160,425,66,359,260,130
23,101868,THE PRO-VISION,4,english,3,9,5,4,0,0,9,9,0,0,0
23,101870,BETA ACADEMY,4,english,3,148,26,122,76,22,148,35,113,65,18
23,101875,BLOOM ACADEMY C,4,english,3,45,19,26,14,5,45,27,18,9,3
23,101876,REVE PREPARATOR,4,english,3,47,29,18,3,1,48,33,15,2,1
23,101877,ELEVATE COLLEGI,4,english,3,19,8,11,7,2,17,6,11,4,0
23,101878,HOUSTON CLASSIC,4,english,3,26,5,21,16,10,26,7,19,12,7
23,101902,ALDINE ISD,4,english,3,3479,1345,2134,1084,286,3542,1362,2180,1075,340
23,101903,ALIEF ISD,4,english,3,1742,546,1196,720,265,2934,1189,1745,841,343
23,101905,CHANNELVIEW ISD,4,english,3,555,148,407,232,57,614,170,444,249,85
23,101906,CROSBY ISD,4,english,3,437,80,357,238,91,438,111,327,176,70
23,101907,CYPRESS-FAIRBAN,4,english,3,8117,1678,6439,4429,1946,8120,2112,6008,3700,1618
23,101908,DEER PARK ISD,4,english,3,712,138,574,379,141,714,154,560,349,141
23,101910,GALENA PARK ISD,4,english,3,1008,228,780,511,176,1062,291,771,443,152
23,101911,GOOSE CREEK CIS,4,english,3,1695,534,1161,663,212,1696,561,1135,559,196
23,101912,HOUSTON ISD,4,english,3,10559,2954,7605,4805,1923,10846,3488,7358,4407,2084
23,101913,HUMBLE ISD,4,english,3,3209,736,2473,1582,493,3225,960,2265,1309,528
23,101914,KATY ISD,4,english,3,6239,805,5434,4177,1974,6394,1177,5217,3661,1898
23,101915,KLEIN ISD,4,english,3,3523,610,2913,2052,832,3546,729,2817,1828,782
23,101916,LA PORTE ISD,4,english,3,495,77,418,279,112,495,93,402,247,94
23,101917,PASADENA ISD,4,english,3,2184,518,1666,995,324,2126,689,1437,769,224
23,101919,SPRING ISD,4,english,3,2127,772,1355,738,196,2281,853,1428,726,246
23,101920,SPRING BRANCH I,4,english,3,2174,444,1730,1331,705,2237,511,1726,1167,555
23,101921,TOMBALL ISD,4,english,3,1586,134,1452,1162,587,1661,216,1445,1069,582
23,101924,SHELDON ISD,4,english,3,674,232,442,240,78,682,221,461,238,75
23,101925,HUFFMAN ISD,4,english,3,232,68,164,95,24,231,76,155,89,24
23,102901,KARNACK ISD,7,english,3,11,2,9,3,0,11,6,5,1,1
23,102902,MARSHALL ISD,7,english,3,318,105,213,139,54,335,113,222,126,51
23,102903,WASKOM ISD,7,english,3,68,17,51,26,3,68,19,49,15,4
23,102904,HALLSVILLE ISD,7,english,3,562,166,396,237,83,563,199,364,208,85
23,102905,HARLETON ISD,7,english,3,49,4,45,29,6,48,10,38,25,8
23,102906,ELYSIAN FIELDS,7,english,3,65,8,57,46,28,65,9,56,30,9
23,103901,CHANNING ISD,16,english,3,10,3,7,5,1,10,5,5,3,1
23,103902,HARTLEY ISD,16,english,3,13,7,6,5,1,13,8,5,2,0
23,104901,HASKELL CISD,14,english,3,25,8,17,12,8,25,10,15,4,3
23,104903,RULE ISD,14,english,3,5,0,5,4,1,5,1,4,3,2
23,104907,PAINT CREEK ISD,14,english,3,9,0,9,4,3,9,0,9,6,2
23,105802,TEXAS PREPARATO,13,english,3,11,4,7,4,0,11,6,5,0,0
23,105803,KI CHARTER ACAD,13,english,3,10,6,4,1,1,9,8,1,0,0
23,105804,DORAL ACADEMY O,13,english,3,32,3,29,18,12,32,6,26,21,12
23,105902,SAN MARCOS CISD,13,english,3,527,169,358,208,67,558,214,344,175,62
23,105904,DRIPPING SPRING,13,english,3,585,44,541,416,212,583,64,519,373,183
23,105905,WIMBERLEY ISD,13,english,3,161,12,149,113,47,161,22,139,95,33
23,105906,HAYS CISD,13,english,3,1481,294,1187,804,320,1566,399,1167,692,278
23,106901,CANADIAN ISD,16,english,3,40,3,37,27,8,40,6,34,15,3
23,107901,ATHENS ISD,10,english,3,223,44,179,111,44,222,64,158,110,56
23,107902,BROWNSBORO ISD,7,english,3,189,39,150,96,30,189,46,143,76,28
23,107904,CROSS ROADS ISD,7,english,3,42,9,33,17,4,42,9,33,17,3
23,107905,EUSTACE ISD,7,english,3,125,20,105,69,24,125,25,100,56,21
23,107906,MALAKOFF ISD,7,english,3,110,9,101,68,23,110,9,101,65,23
23,107907,TRINIDAD ISD,7,english,3,8,2,6,4,0,8,4,4,2,0
23,107908,MURCHISON ISD,7,english,3,18,2,16,8,2,18,5,13,6,4
23,107910,LAPOYNOR ISD,7,english,3,31,7,24,17,8,31,5,26,13,4
23,108802,HORIZON MONTESS,1,english,3,127,28,99,60,20,126,29,97,54,23
23,108807,IDEA PUBLIC SCH,1,english,3,6727,1797,4930,3179,1367,6736,2220,4516,2389,800
23,108808,VANGUARD ACADEM,1,english,3,423,84,339,244,124,461,97,364,244,104
23,108809,EXCELLENCE IN L,1,english,3,18,11,7,5,0,18,6,12,5,2
23,108902,DONNA ISD,1,english,3,650,240,410,226,62,824,310,514,213,56
23,108903,EDCOUCH-ELSA IS,1,english,3,269,109,160,73,13,269,100,169,58,13
23,108904,EDINBURG CISD,1,english,3,2132,481,1651,1041,422,2151,487,1664,1033,374
23,108905,HIDALGO ISD,1,english,3,107,17,90,61,21,134,15,119,84,46
23,108906,MCALLEN ISD,1,english,3,1190,244,946,627,298,1239,291,948,579,209
23,108907,MERCEDES ISD,1,english,3,255,87,168,77,30,287,109,178,91,23
23,108908,MISSION CISD,1,english,3,692,155,537,354,143,893,257,636,361,126
23,108909,PHARR-SAN JUAN-,1,english,3,1530,412,1118,705,285,1959,581,1378,782,280
23,108910,PROGRESO ISD,1,english,3,58,14,44,27,7,91,17,74,32,6
23,108911,SHARYLAND ISD,1,english,3,554,91,463,349,182,554,121,433,274,144
23,108912,LA JOYA ISD,1,english,3,834,180,654,448,190,1434,408,1026,614,239
23,108913,WESLACO ISD,1,english,3,1083,231,852,530,216,1083,274,809,470,192
23,108914,LA VILLA ISD,1,english,3,31,15,16,4,0,31,18,13,5,0
23,108915,MONTE ALTO ISD,1,english,3,56,19,37,20,8,54,15,39,17,3
23,108916,VALLEY VIEW ISD,1,english,3,178,27,151,108,55,186,24,162,91,35
23,109901,ABBOTT ISD,12,english,3,22,1,21,14,4,22,4,18,6,1
23,109902,BYNUM ISD,12,english,3,11,3,8,6,2,11,5,6,4,2
23,109903,COVINGTON ISD,12,english,3,22,6,16,7,1,22,3,19,8,3
23,109904,HILLSBORO ISD,12,english,3,140,31,109,65,20,140,46,94,40,15
23,109905,HUBBARD ISD,12,english,3,31,15,16,8,2,31,16,15,4,1
23,109907,ITASCA ISD,12,english,3,28,9,19,9,0,28,10,18,8,2
23,109908,MALONE ISD,12,english,3,12,1,11,7,4,12,2,10,6,0
23,109910,MOUNT CALM ISD,12,english,3,11,3,8,3,0,11,5,6,4,1
23,109911,WHITNEY ISD,12,english,3,109,40,69,27,6,109,43,66,28,7
23,109912,AQUILLA ISD,12,english,3,32,8,24,12,4,32,10,22,13,4
23,109913,BLUM ISD,12,english,3,22,4,18,5,1,22,6,16,7,0
23,109914,PENELOPE ISD,12,english,3,18,4,14,8,0,18,6,12,2,1
23,110901,ANTON ISD,17,english,3,8,3,5,1,0,8,2,6,2,1
23,110902,LEVELLAND ISD,17,english,3,175,36,139,85,21,174,40,134,78,26
23,110905,ROPES ISD,17,english,3,39,2,37,28,14,39,6,33,24,7
23,110906,SMYER ISD,17,english,3,36,7,29,18,4,35,6,29,17,5
23,110907,SUNDOWN ISD,17,english,3,35,1,34,24,13,35,0,35,30,19
23,110908,WHITHARRAL ISD,17,english,3,15,0,15,7,2,15,3,12,7,1
23,111901,GRANBURY ISD,11,english,3,537,112,425,300,126,542,129,413,253,95
23,111902,LIPAN ISD,11,english,3,30,2,28,20,4,30,1,29,26,10
23,111903,TOLAR ISD,11,english,3,72,18,54,21,3,72,26,46,15,5
23,112901,SULPHUR SPRINGS,8,english,3,259,67,192,125,44,300,75,225,136,52
23,112905,CUMBY COLLEGIAT,8,english,3,23,2,21,13,5,22,3,19,13,2
23,112906,NORTH HOPKINS I,8,english,3,35,8,27,18,4,35,6,29,23,15
23,112907,MILLER GROVE IS,8,english,3,22,0,22,10,2,22,4,18,4,1
23,112908,COMO-PICKTON CI,8,english,3,52,15,37,15,1,52,14,38,20,4
23,112909,SALTILLO ISD,8,english,3,16,0,16,15,6,16,0,16,11,3
23,112910,SULPHUR BLUFF I,8,english,3,8,1,7,4,2,8,3,5,2,0
23,113901,CROCKETT ISD,6,english,3,76,39,37,18,3,78,55,23,4,1
23,113902,GRAPELAND ISD,6,english,3,38,8,30,14,4,39,13,26,11,3
23,113903,LOVELADY ISD,6,english,3,37,8,29,13,3,38,8,30,12,5
23,113905,LATEXO ISD,6,english,3,40,9,31,20,4,40,9,31,15,5
23,113906,KENNARD ISD,6,english,3,13,2,11,7,3,13,0,13,10,4
23,114901,BIG SPRING ISD,18,english,3,247,71,176,93,17,246,56,190,107,40
23,114902,COAHOMA ISD,18,english,3,90,22,68,41,15,90,23,67,38,16
23,114904,FORSAN ISD,18,english,3,54,9,45,23,6,54,14,40,22,10
23,115901,FT HANCOCK ISD,19,english,3,14,2,12,3,1,14,6,8,2,0
23,115902,SIERRA BLANCA I,19,english,3,5,4,1,0,0,5,5,0,0,0
23,115903,DELL CITY ISD,19,english,3,11,5,6,3,0,10,2,8,5,1
23,116901,CADDO MILLS ISD,10,english,3,206,23,183,137,51,206,20,186,137,56
23,116902,CELESTE ISD,10,english,3,34,9,25,12,2,33,15,18,11,2
23,116903,COMMERCE ISD,10,english,3,111,33,78,38,14,110,45,65,29,9
23,116905,GREENVILLE ISD,10,english,3,344,152,192,103,30,387,193,194,99,34
23,116906,LONE OAK ISD,10,english,3,82,10,72,44,18,82,21,61,29,10
23,116908,QUINLAN ISD,10,english,3,211,81,130,58,11,209,87,122,51,15
23,116909,WOLFE CITY ISD,10,english,3,55,8,47,30,9,55,7,48,37,20
23,116910,CAMPBELL ISD,10,english,3,23,12,11,5,1,23,9,14,5,2
23,116915,BLAND ISD,10,english,3,53,12,41,33,16,53,4,49,33,16
23,116916,BOLES ISD,10,english,3,26,6,20,13,4,26,8,18,9,4
23,117901,BORGER ISD,16,english,3,172,61,111,65,17,177,62,115,61,20
23,117903,SANFORD-FRITCH,16,english,3,42,5,37,26,9,42,9,33,21,11
23,117904,PLEMONS-STINNET,16,english,3,39,1,38,28,14,39,2,37,28,13
23,117907,SPRING CREEK IS,16,english,3,10,4,6,3,0,10,1,9,4,1
23,118902,IRION COUNTY IS,15,english,3,27,3,24,18,7,27,7,20,13,5
23,119901,BRYSON ISD,9,english,3,19,5,14,7,1,19,10,9,2,1
23,119902,JACKSBORO ISD,9,english,3,76,15,61,46,12,77,20,57,32,16
23,119903,PERRIN-WHITT CI,9,english,3,15,4,11,7,5,15,3,12,7,2
23,120901,EDNA ISD,3,english,3,112,25,87,56,17,114,38,76,33,11
23,120902,GANADO ISD,3,english,3,48,10,38,26,9,48,10,38,24,12
23,120905,INDUSTRIAL ISD,3,english,3,84,7,77,52,23,84,17,67,47,21
23,121902,BROOKELAND ISD,5,english,3,28,5,23,17,4,28,8,20,10,4
23,121903,BUNA ISD,5,english,3,81,9,72,50,18,82,9,73,52,16
23,121904,JASPER ISD,5,english,3,122,52,70,34,12,122,65,57,18,4
23,121905,KIRBYVILLE CISD,5,english,3,93,19,74,45,16,93,11,82,53,22
23,121906,EVADALE ISD,5,english,3,25,5,20,11,4,26,4,22,13,0
23,122901,FT DAVIS ISD,18,english,3,9,2,7,3,0,9,5,4,0,0
23,122902,VALENTINE ISD,18,english,3,0,,,,,0,,,,
23,123803,TEKOA ACADEMY O,5,english,3,20,10,10,7,5,20,6,14,11,6
23,123805,EHRHART SCHOOL,5,english,3,55,14,41,32,9,55,13,42,20,7
23,123807,BOB HOPE SCHOOL,5,english,3,98,20,78,43,16,103,24,79,42,14
23,123905,NEDERLAND ISD,5,english,3,372,43,329,232,112,372,61,311,193,76
23,123907,PORT ARTHUR ISD,5,english,3,632,221,411,199,37,633,262,371,136,41
23,123908,PORT NECHES-GRO,5,english,3,383,72,311,206,72,385,102,283,155,61
23,123910,BEAUMONT ISD,5,english,3,1134,476,658,341,108,1135,558,577,246,72
23,123913,SABINE PASS ISD,5,english,3,20,4,16,12,5,20,5,15,9,6
23,123914,HAMSHIRE-FANNET,5,english,3,137,8,129,92,35,138,19,119,70,27
23,124901,JIM HOGG COUNTY,1,english,3,83,28,55,29,12,84,35,49,16,2
23,125901,ALICE ISD,2,english,3,341,105,236,137,37,340,125,215,119,32
23,125902,BEN BOLT-PALITO,2,english,3,31,10,21,9,1,31,17,14,7,1
23,125903,ORANGE GROVE IS,2,english,3,121,18,103,87,42,122,22,100,73,34
23,125905,PREMONT ISD,2,english,3,62,12,50,33,4,63,11,52,30,10
23,125906,LA GLORIA ISD,2,english,3,14,1,13,8,2,14,7,7,4,0
23,126901,ALVARADO ISD,11,english,3,237,46,191,115,41,262,79,183,89,34
23,126902,BURLESON ISD,11,english,3,874,162,712,477,196,875,225,650,409,171
23,126903,CLEBURNE ISD,11,english,3,453,136,317,183,42,456,159,297,149,46
23,126904,GRANDVIEW ISD,11,english,3,117,14,103,80,30,117,19,98,62,24
23,126905,JOSHUA ISD,11,english,3,413,60,353,241,93,431,76,355,231,88
23,126906,KEENE ISD,11,english,3,64,12,52,37,11,63,11,52,28,14
23,126907,RIO VISTA ISD,11,english,3,71,17,54,31,12,71,15,56,26,9
23,126908,VENUS ISD,11,english,3,120,49,71,38,12,160,66,94,48,16
23,126911,GODLEY ISD,11,english,3,210,49,161,86,21,209,57,152,80,28
23,127901,ANSON ISD,14,english,3,43,5,38,24,7,42,6,36,22,7
23,127903,HAMLIN COLLEGIA,14,english,3,22,9,13,8,4,22,8,14,7,2
23,127904,HAWLEY ISD,14,english,3,65,32,33,18,4,65,31,34,19,4
23,127905,LUEDERS-AVOCA I,14,english,3,0,,,,,0,,,,
23,127906,STAMFORD ISD,14,english,3,41,5,36,18,8,41,15,26,9,2
23,128901,KARNES CITY ISD,20,english,3,145,39,106,58,6,145,63,82,44,15
