district_char,avg_percent_meets,grant_participant,District Name,District Type,ESC Region,Enrollment,Percent Emergent Bilingual,Percent Economically Disadvantag,TEA Description,Overall Scale Score SY21_22,Overall Rating SY21_22
001902,52,0,CAYUGA ISD,INDEPENDENT,07,594,0.0134680135,0.4966329966,Rural,93,A
001903,46.2,0,ELKHART ISD,INDEPENDENT,07,1194,0.0376884422,0.5896147404,Non-metropolitan Stable,92,A
001904,66.7,0,FRANKSTON ISD,INDEPENDENT,07,802,0.0436408978,0.5885286783,Rural,92,A
001906,45,0,NECHES ISD,INDEPENDENT,07,310,0.0225806452,0.5612903226,Rural,94,A
001907,35.5,0,PALESTINE ISD,INDEPENDENT,07,3297,0.2302092812,0.8037609948,Independent Town,92,A
001908,30,0,WESTWOOD ISD,INDEPENDENT,07,1414,0.0862800566,0.7446958982,Non-metropolitan Stable,92,A
001909,39.9,0,SLOCUM ISD,INDEPENDENT,07,349,0.0171919771,0.5128939828,Rural,91,A
002901,24.5,0,ANDREWS ISD,INDEPENDENT,18,4198,0.1841353025,0.4942829919,Other Central City Suburban,91,A
003801,32.1,0,PINEYWOODS COMMUNITY ACADEMY,CHARTER,07,997,0.0651955868,0.6118355065,Charter School Districts,93,A
003902,52,0,HUDSON ISD,INDEPENDENT,07,2768,0.099349711,0.5404624277,Non-metropolitan Stable,91,A
003903,28,0,LUFKIN ISD,INDEPENDENT,07,7164,0.2706588498,0.871440536,Independent Town,91,A
003904,27.5,0,HUNTINGTON ISD,INDEPENDENT,07,1593,0.0138104206,0.5907093534,Non-metropolitan Stable,90,A
003905,36.5,1,DIBOLL ISD,INDEPENDENT,07,1669,0.1833433194,0.6800479329,Non-metropolitan Stable,92,A
003906,38.4,0,ZAVALLA ISD,INDEPENDENT,07,323,0,0.7027863777,Rural,92,A
003907,40.2,0,CENTRAL ISD,INDEPENDENT,07,1463,0.0868079289,0.6370471634,Non-metropolitan Stable,91,A
004901,29,0,ARANSAS COUNTY ISD,INDEPENDENT,02,3044,0.0568331143,0.6892247043,Non-metropolitan Stable,89,B
005901,80.4,0,ARCHER CITY ISD,INDEPENDENT,09,493,0.0223123732,0.5131845842,Rural,90,A
005902,61.7,0,HOLLIDAY ISD,INDEPENDENT,09,1137,0.0087950748,0.2242744063,Other Central City Suburban,85,B
005904,70,0,WINDTHORST ISD,INDEPENDENT,09,527,0.0967741935,0.4060721063,Rural,84,B
006902,58.7,0,CLAUDE ISD,INDEPENDENT,16,328,0.0213414634,0.3414634146,Rural,81,B
007901,33.6,0,CHARLOTTE ISD,INDEPENDENT,20,433,0.0739030023,0.6281755196,Rural,86,B
007902,39.9,1,JOURDANTON ISD,INDEPENDENT,20,1590,0.041509434,0.5761006289,Non-metropolitan Stable,82,B
007904,20.4,0,LYTLE ISD,INDEPENDENT,20,1810,0.1607734807,0.7486187845,Non-metropolitan Stable,91,A
007905,31.6,0,PLEASANTON ISD,INDEPENDENT,20,3384,0.0650118203,0.6696217494,Independent Town,90,A
007906,35.9,0,POTEET ISD,INDEPENDENT,20,1837,0.1077844311,0.754491018,Non-metropolitan Stable,72,C
008901,44.1,0,BELLVILLE ISD,INDEPENDENT,06,2251,0.1310528654,0.4686805864,Independent Town,71,C
008902,46.4,0,SEALY ISD,INDEPENDENT,06,2908,0.2379642366,0.6485557084,Independent Town,82,B
008903,35,0,BRAZOS ISD,INDEPENDENT,06,851,0.2256169213,0.6274970623,Rural,76,C
009901,34.1,1,MULESHOE ISD,INDEPENDENT,17,1347,0.3919821826,0.8953229399,Non-metropolitan Stable,94,A
010901,46.7,0,MEDINA ISD,INDEPENDENT,20,246,0.0162601626,0.6544715447,Rural,75,C
010902,38,0,BANDERA ISD,INDEPENDENT,20,2381,0.0663586728,0.5627887442,Non-metropolitan Stable,60,Not Rated: SB 1365
011901,18.7,0,BASTROP ISD,INDEPENDENT,13,12506,0.452422837,0.7661122661,Independent Town,75,C
011902,9.3,0,ELGIN ISD,INDEPENDENT,13,5404,0.4987046632,0.8018134715,Non-metropolitan Stable,82,B
011904,45,1,SMITHVILLE ISD,INDEPENDENT,13,1885,0.1114058355,0.5464190981,Non-metropolitan Stable,75,C
011905,28,0,MCDADE ISD,INDEPENDENT,13,356,0.3258426966,0.5168539326,Non-metropolitan Fast Growing,90,A
012901,54.2,0,SEYMOUR ISD,INDEPENDENT,09,644,0.0170807453,0.6149068323,Rural,95,A
013801,35.2,0,ST MARY'S ACADEMY CHARTER SCHOOL,CHARTER,02,381,0.0288713911,0.8503937008,Charter School Districts,82,B
013901,43.3,1,BEEVILLE ISD,INDEPENDENT,02,3097,0.0297061673,0.8136906684,Independent Town,91,A
013902,40.5,0,PAWNEE ISD,INDEPENDENT,02,465,0.0064516129,0.8903225806,Rural,82,B
013903,46,0,PETTUS ISD,INDEPENDENT,02,401,0.0149625935,0.6957605985,Rural,58,Not Rated: SB 1365
013905,42.4,0,SKIDMORE-TYNAN ISD,INDEPENDENT,02,752,0.0319148936,0.6715425532,Rural,94,A
014803,24.5,0,PRIORITY CHARTER SCHOOLS,CHARTER,12,751,0.0599201065,0.637816245,Charter School Districts,90,A
014804,61.6,0,ORENDA CHARTER SCHOOL,CHARTER,12,1878,0.0500532481,0.1341853035,Charter School Districts,75,C
014901,45.9,1,ACADEMY ISD,INDEPENDENT,12,1835,0.0741144414,0.4310626703,Non-metropolitan Fast Growing,74,C
014902,19.2,0,BARTLETT ISD,INDEPENDENT,13,461,0.2299349241,0.9956616052,Rural,85,B
014903,34,0,BELTON ISD,INDEPENDENT,12,13644,0.085019056,0.4392406919,Other Central City Suburban,86,B
014905,62.6,0,HOLLAND ISD,INDEPENDENT,12,634,0.0504731861,0.4116719243,Rural,90,A
014906,24.4,0,KILLEEN ISD,INDEPENDENT,12,43935,0.1346307044,0.6034141345,Other Central City,80,B
014907,45.7,0,ROGERS ISD,INDEPENDENT,12,880,0.1068181818,0.4477272727,Non-metropolitan Stable,91,A
014908,52.5,0,SALADO ISD,INDEPENDENT,12,2336,0.0834760274,0.2782534247,Other Central City Suburban,80,B
014909,27.2,0,TEMPLE ISD,INDEPENDENT,12,8615,0.15171213,0.7137550784,Other Central City Suburban,76,C
014910,53.4,1,TROY ISD,INDEPENDENT,12,1690,0.0621301775,0.5355029586,Non-metropolitan Stable,90,A
015802,11.9,0,GEORGE GERVIN ACADEMY,CHARTER,20,689,0.1582002903,1,Charter School Districts,89,B
015806,32,0,LEGACY TRADITIONAL SCHOOLS - TEXAS,CHARTER,20,931,0.1138560687,0.4962406015,Charter School Districts,73,C
015807,15.6,0,SOUTHWEST PREPARATORY SCHOOL,CHARTER,20,787,0.124523507,0.8119440915,Charter School Districts,81,B
015808,35.9,0,INSPIRE ACADEMIES,CHARTER,20,735,0.0367346939,0.5537414966,Charter School Districts,85,B
015809,12.5,0,BEXAR COUNTY ACADEMY,CHARTER,20,238,0.1848739496,0.9411764706,Charter School Districts,49,Not Rated: SB 1365
015815,33,0,HERITAGE ACADEMY,CHARTER,20,542,0.5756457565,0.8634686347,Charter School Districts,,Not Rated
015822,26.8,1,JUBILEE ACADEMIES,CHARTER,20,6192,0.2971576227,0.845122739,Charter School Districts,74,C
015825,7.9,0,LIGHTHOUSE PUBLIC SCHOOLS,CHARTER,20,422,0.2985781991,0.8909952607,Charter School Districts,55,Not Rated: SB 1365
015827,47,1,SCHOOL OF SCIENCE AND TECHNOLOGY,CHARTER,20,4315,0.2382387022,0.6076477404,Charter School Districts,90,A
015828,30.5,1,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,CHARTER,20,4826,0.4962702031,0.842519685,Charter School Districts,93,A
015830,15.9,0,SOMERSET ACADEMIES OF TEXAS,CHARTER,20,3097,0.0878269293,0.7539554407,Charter School Districts,78,C
015831,41.3,0,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,CHARTER,20,5644,0.188518781,0.6465272856,Charter School Districts,93,A
015834,69.7,0,BASIS TEXAS,CHARTER,20,4972,0.1522526146,0.0528962188,Charter School Districts,94,A
015835,50.8,0,GREAT HEARTS TEXAS,CHARTER,20,9970,0.1145436309,0.2612838516,Charter School Districts,83,B
015836,61.2,0,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,CHARTER,20,478,0.1171548117,0.1820083682,Charter School Districts,85,B
015838,22,0,COMPASS ROSE PUBLIC SCHOOLS,CHARTER,20,2702,0.1339748335,0.7079940785,Charter School Districts,60,Not Rated: SB 1365
015839,10.6,0,PROMESA ACADEMY CHARTER SCHOOL,CHARTER,20,313,0.0766773163,0.6869009585,Charter School Districts,56,Not Rated: SB 1365
015840,6.7,0,SAN ANTONIO PREPARATORY SCHOOLS,CHARTER,20,156,0,0.4871794872,Charter School Districts,53,Not Rated: SB 1365
015841,7.4,0,THE GATHERING PLACE,CHARTER,20,628,0.0366242038,0.6560509554,Charter School Districts,44,Not Rated: SB 1365
015842,26.9,0,ROYAL PUBLIC SCHOOLS,CHARTER,20,192,0.09375,0.984375,N/A,,Not Rated
015843,16.7,0,PRELUDE PREPARATORY CHARTER SCHOOL,CHARTER,20,98,0.1632653061,0.8469387755,N/A,,Not Rated
015844,8.1,0,ESSENCE PREPARATORY CHARTER SCHOOL,CHARTER,20,103,0,0.7378640777,,,
015901,48.6,0,ALAMO HEIGHTS ISD,INDEPENDENT,20,4762,0.0827383452,0.2154556909,Major Suburban,76,C
015904,28,1,HARLANDALE ISD,INDEPENDENT,20,12174,0.2332019057,0.8776901594,Major Suburban,82,B
015905,15.2,0,EDGEWOOD ISD,INDEPENDENT,20,8177,0.2593860829,0.9411764706,Major Suburban,69,Not Rated: SB 1365
015906,67.4,0,RANDOLPH FIELD ISD,INDEPENDENT,20,1462,0.0054719562,0.0677154583,Other Central City Suburban,79,C
015907,27.2,0,SAN ANTONIO ISD,INDEPENDENT,20,45255,0.2587117446,0.8853165396,Major Urban,90,A
015908,20.9,1,SOUTH SAN ANTONIO ISD,INDEPENDENT,20,7872,0.2295477642,0.9362296748,Major Suburban,75,C
015909,48.6,1,SOMERSET ISD,INDEPENDENT,20,4147,0.2483723173,0.861345551,Non-metropolitan Stable,91,A
015910,44.4,1,NORTH EAST ISD,INDEPENDENT,20,59007,0.2035012795,0.5242259393,Major Urban,90,A
015911,23.8,1,EAST CENTRAL ISD,INDEPENDENT,20,10617,0.1481586135,0.5961194311,Major Suburban,68,Not Rated: SB 1365
015912,33.1,0,SOUTHWEST ISD,INDEPENDENT,20,13747,0.2267403797,0.8138502946,Major Suburban,88,B
015913,43,0,LACKLAND ISD,INDEPENDENT,20,968,0.020661157,0.1673553719,Non-metropolitan Stable,56,Not Rated: SB 1365
015914,58.4,0,FT SAM HOUSTON ISD,INDEPENDENT,20,1627,0.0239704978,0.2188076214,Non-metropolitan Stable,81,B
015915,36.9,0,NORTHSIDE ISD,INDEPENDENT,20,102719,0.1455134883,0.5410586162,Major Urban,79,C
015916,28,0,JUDSON ISD,INDEPENDENT,20,25871,0.131962429,0.699045263,Major Suburban,81,B
015917,44.1,1,SOUTHSIDE ISD,INDEPENDENT,20,5965,0.2347024308,0.8856663873,Major Suburban,82,B
016901,53.1,0,JOHNSON CITY ISD,INDEPENDENT,13,722,0.0927977839,0.4238227147,Rural,93,A
016902,37.3,0,BLANCO ISD,INDEPENDENT,13,1088,0.0965073529,0.4283088235,Non-metropolitan Stable,85,B
017901,69.5,0,BORDEN COUNTY ISD,INDEPENDENT,17,225,0.0177777778,0.3511111111,Rural,91,A
018901,32.6,0,CLIFTON ISD,INDEPENDENT,12,1024,0.12890625,0.57421875,Non-metropolitan Stable,88,B
018902,37.4,0,MERIDIAN ISD,INDEPENDENT,12,357,0.0728291317,0.700280112,Rural,73,C
018903,16,0,MORGAN ISD,INDEPENDENT,12,152,0.1184210526,0.8355263158,Rural,83,B
018904,44.8,0,VALLEY MILLS ISD,INDEPENDENT,12,665,0.1097744361,0.5383458647,Rural,93,A
018905,5.3,0,WALNUT SPRINGS ISD,INDEPENDENT,12,171,0.3157894737,0.9005847953,Rural,83,B
018906,37.3,0,IREDELL ISD,INDEPENDENT,12,142,0,0.7042253521,Rural,91,A
018907,38.7,0,KOPPERL ISD,INDEPENDENT,12,186,0,0.6720430108,Rural,67,Not Rated: SB 1365
018908,31.5,0,CRANFILLS GAP ISD,INDEPENDENT,12,126,0.0555555556,0.619047619,Rural,83,B
019901,44.3,0,DEKALB ISD,INDEPENDENT,08,828,0.0543478261,0.7004830918,Rural,90,A
019902,58.9,0,HOOKS ISD,INDEPENDENT,08,920,0.0336956522,0.5706521739,Rural,85,B
019903,54.5,0,MAUD ISD,INDEPENDENT,08,476,0.0042016807,0.5651260504,Rural,93,A
019905,31.9,0,NEW BOSTON ISD,INDEPENDENT,08,1154,0.0346620451,0.766897747,Non-metropolitan Stable,92,A
019906,57.3,0,REDWATER ISD,INDEPENDENT,08,1059,0.0132200189,0.5136921624,Non-metropolitan Stable,91,A
019907,25.9,1,TEXARKANA ISD,INDEPENDENT,08,7180,0.1122562674,0.75,Independent Town,83,B
019908,39.8,1,LIBERTY-EYLAU ISD,INDEPENDENT,08,2003,0.0329505741,0.8716924613,Non-metropolitan Stable,69,Not Rated: SB 1365
019909,52.6,0,SIMMS ISD,INDEPENDENT,08,484,0.0165289256,0.4917355372,Rural,88,B
019910,46,0,MALTA ISD,INDEPENDENT,08,220,0,0.4681818182,Rural,85,B
019911,66.9,0,RED LICK ISD,INDEPENDENT,08,527,0.009487666,0.0986717268,Rural,80,B
019912,73.7,0,PLEASANT GROVE ISD,INDEPENDENT,08,2310,0.0393939394,0.3714285714,Non-metropolitan Stable,93,A
019913,36.1,0,HUBBARD ISD,INDEPENDENT,08,77,0.1428571429,0.6363636364,Rural,85,B
019914,23.3,0,LEARY ISD,INDEPENDENT,08,93,0,0.9784946237,Rural,83,B
020901,29.2,1,ALVIN ISD,INDEPENDENT,04,29188,0.2173838564,0.5365903796,Major Suburban,89,B
020902,57.2,0,ANGLETON ISD,INDEPENDENT,04,6925,0.1764620939,0.6950180505,Other Central City Suburban,94,A
020904,54.2,0,DANBURY ISD,INDEPENDENT,04,737,0.0827679783,0.381275441,Rural,84,B
020905,40.8,0,BRAZOSPORT ISD,INDEPENDENT,04,11618,0.1810982957,0.6823893958,Other Central City Suburban,91,A
020906,29.6,1,SWEENY ISD,INDEPENDENT,04,1898,0.0489989463,0.5964172813,Non-metropolitan Stable,82,B
020907,46,0,COLUMBIA-BRAZORIA ISD,INDEPENDENT,04,2927,0.1024940212,0.6563033823,Non-metropolitan Stable,87,B
020908,37,0,PEARLAND ISD,INDEPENDENT,04,21237,0.1820878655,0.3704383858,Major Suburban,91,A
020910,20,0,DAMON ISD,INDEPENDENT,04,94,0.1914893617,0.829787234,Rural,70,C
021803,40,0,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,CHARTER,06,308,0.3993506494,0.9577922078,Charter School Districts,80,B
021805,35.2,0,ARROW ACADEMY,CHARTER,06,675,0.1377777778,0.7525925926,Charter School Districts,88,B
021901,34,0,COLLEGE STATION ISD,INDEPENDENT,06,14464,0.1308766593,0.4077710177,Other Central City,89,B
021902,31.8,1,BRYAN ISD,INDEPENDENT,06,16036,0.3235220753,0.7723247693,Other Central City,90,A
022004,15.8,0,TERLINGUA CSD,COMMON,18,122,0.5163934426,0.7786885246,Rural,76,C
022901,19.1,0,ALPINE ISD,INDEPENDENT,18,954,0.0943396226,0.5220125786,Non-metropolitan Stable,91,A
022902,40,0,MARATHON ISD,INDEPENDENT,18,59,0,0.6101694915,Rural,79,C
023902,52,0,SILVERTON ISD,INDEPENDENT,16,213,0.0751173709,0.4929577465,Rural,91,A
024901,26.7,1,BROOKS COUNTY ISD,INDEPENDENT,01,1285,0.0280155642,0.93307393,Other Central City Suburban,91,A
025901,45.8,0,BANGS ISD,INDEPENDENT,15,862,0.0278422274,0.662412993,Rural,90,A
025902,48.5,0,BROWNWOOD ISD,INDEPENDENT,15,3443,0.0522799884,0.6749927389,Independent Town,86,B
025904,19,0,BLANKET ISD,INDEPENDENT,15,142,0.0281690141,0.6267605634,Rural,72,C
025905,34.2,0,MAY ISD,INDEPENDENT,15,254,0.062992126,0.625984252,Rural,94,A
025906,48.9,0,ZEPHYR ISD,INDEPENDENT,15,227,0.0088105727,0.6123348018,Rural,83,B
025908,16.4,0,BROOKESMITH ISD,INDEPENDENT,15,188,0.0159574468,0.585106383,Rural,94,A
025909,51.6,0,EARLY ISD,INDEPENDENT,15,1155,0.0346320346,0.4658008658,Non-metropolitan Stable,86,B
026901,35.5,1,CALDWELL ISD,INDEPENDENT,06,1932,0.1713250518,0.6149068323,Other Central City Suburban,88,B
026902,28.7,0,SOMERVILLE ISD,INDEPENDENT,06,533,0.1219512195,0.7410881801,Rural,89,B
026903,45.2,0,SNOOK ISD,INDEPENDENT,06,589,0.1663837012,0.6859083192,Rural,93,A
027903,34.3,1,BURNET CISD,INDEPENDENT,13,3304,0.1313559322,0.607748184,Other Central City Suburban,80,B
027904,24.3,0,MARBLE FALLS ISD,INDEPENDENT,13,4063,0.2507999016,0.6719173025,Independent Town,80,B
028902,23.4,1,LOCKHART ISD,INDEPENDENT,13,6443,0.3779295359,0.7304050908,Independent Town,70,C
028903,45.9,0,LULING ISD,INDEPENDENT,13,1416,0.1483050847,0.790960452,Non-metropolitan Stable,81,B
028906,2.1,0,PRAIRIE LEA ISD,INDEPENDENT,13,229,0.1310043668,0.7991266376,Rural,57,Not Rated: SB 1365
029901,56.8,0,CALHOUN COUNTY ISD,INDEPENDENT,03,3530,0.1872521246,0.6413597734,Non-metropolitan Stable,88,B
030901,57,0,CROSS PLAINS ISD,INDEPENDENT,14,377,0.0344827586,0.6790450928,Rural,92,A
030902,41.7,0,CLYDE CISD,INDEPENDENT,14,1440,0.0111111111,0.4861111111,Other Central City Suburban,92,A
030903,33.2,0,BAIRD ISD,INDEPENDENT,14,312,0,0.5128205128,Rural,91,A
030906,49.2,0,EULA ISD,INDEPENDENT,14,474,0.0042194093,0.4683544304,Rural,94,A
031901,39.5,0,BROWNSVILLE ISD,INDEPENDENT,01,37898,0.5521927278,0.8914718455,Other Central City,94,A
031903,26.1,1,HARLINGEN CISD,INDEPENDENT,01,17034,0.1899729952,0.7928261125,Other Central City Suburban,91,A
031905,28.2,1,LA FERIA ISD,INDEPENDENT,01,2926,0.2091592618,0.8732057416,Non-metropolitan Stable,85,B
031906,50,0,LOS FRESNOS CISD,INDEPENDENT,01,10565,0.3313771888,0.8054898249,Other Central City Suburban,91,A
031909,42.3,1,POINT ISABEL ISD,INDEPENDENT,01,1930,0.3994818653,0.8740932642,Other Central City Suburban,91,A
031911,33.8,0,RIO HONDO ISD,INDEPENDENT,01,1622,0.19297164,0.8699136868,Non-metropolitan Stable,73,C
031912,31.2,1,SAN BENITO CISD,INDEPENDENT,01,9354,0.3424203549,0.8672225786,Other Central City Suburban,90,A
031913,40.7,0,SANTA MARIA ISD,INDEPENDENT,01,567,0.5255731922,0.9982363316,Rural,80,B
031914,30.9,0,SANTA ROSA ISD,INDEPENDENT,01,915,0.2404371585,0.8786885246,Non-metropolitan Stable,94,A
032902,46.4,1,PITTSBURG ISD,INDEPENDENT,08,2360,0.3004237288,0.8131355932,Non-metropolitan Stable,94,A
033901,49,0,GROOM ISD,INDEPENDENT,16,150,0.0066666667,0.3466666667,Rural,84,B
033902,59.3,0,PANHANDLE ISD,INDEPENDENT,16,657,0.0213089802,0.301369863,Rural,91,A
033904,49.4,1,WHITE DEER ISD,INDEPENDENT,16,334,0.0269461078,0.5329341317,Rural,91,A
034901,59.4,0,ATLANTA ISD,INDEPENDENT,08,1879,0.0404470463,0.6562001064,Independent Town,90,A
034902,47.8,0,AVINGER ISD,INDEPENDENT,08,123,0,0.7804878049,Rural,90,A
034903,47.9,0,HUGHES SPRINGS ISD,INDEPENDENT,08,1149,0.0652741514,0.592689295,Non-metropolitan Stable,91,A
034905,30.9,0,LINDEN-KILDARE CISD,INDEPENDENT,08,660,0.0590909091,0.7333333333,Rural,92,A
034906,76.8,0,MCLEOD ISD,INDEPENDENT,08,414,0,0.5748792271,Rural,90,A
034907,52.6,0,QUEEN CITY ISD,INDEPENDENT,08,954,0.0020964361,0.6446540881,Non-metropolitan Stable,93,A
034909,35.9,1,BLOOMBURG ISD,INDEPENDENT,08,256,0.02734375,0.80859375,Rural,93,A
035901,19.5,0,DIMMITT ISD,INDEPENDENT,16,1097,0.3154056518,0.8532360985,Other Central City Suburban,79,C
035902,23.6,0,HART ISD,INDEPENDENT,16,207,0.2608695652,0.8357487923,Rural,75,C
035903,77.4,0,NAZARETH ISD,INDEPENDENT,16,250,0.008,0.208,Rural,91,A
036901,33.2,1,ANAHUAC ISD,INDEPENDENT,04,1493,0.1399866042,0.6162089752,Non-metropolitan Stable,92,A
036902,70.9,0,BARBERS HILL ISD,INDEPENDENT,04,7339,0.0647227143,0.2945905437,Other Central City Suburban,91,A
036903,59,0,EAST CHAMBERS ISD,INDEPENDENT,05,1556,0.3251928021,0.6343187661,Non-metropolitan Stable,90,A
037901,45.8,0,ALTO ISD,INDEPENDENT,07,536,0.2593283582,0.7798507463,Rural,92,A
037904,25.5,1,JACKSONVILLE ISD,INDEPENDENT,07,4909,0.3483397841,0.8250152781,Independent Town,90,A
037907,43.3,0,RUSK ISD,INDEPENDENT,07,2055,0.1051094891,0.6861313869,Non-metropolitan Stable,80,B
037908,35.7,0,NEW SUMMERFIELD ISD,INDEPENDENT,07,515,0.6019417476,0.813592233,Rural,90,A
037909,37.2,0,WELLS ISD,INDEPENDENT,07,259,0.0501930502,0.6640926641,Rural,91,A
038901,49.8,1,CHILDRESS ISD,INDEPENDENT,16,1005,0.0378109453,0.6208955224,Non-metropolitan Stable,90,A
039902,30.4,0,HENRIETTA ISD,INDEPENDENT,09,994,0.0120724346,0.4708249497,Other Central City Suburban,83,B
039903,16.5,0,PETROLIA CISD,INDEPENDENT,09,473,0.0105708245,0.6384778013,Rural,80,B
039904,45.2,0,BELLEVUE ISD,INDEPENDENT,09,167,0.0119760479,0.502994012,Rural,70,C
039905,37.1,0,MIDWAY ISD,INDEPENDENT,09,131,0.0305343511,0.5496183206,Rural,84,B
040901,34.1,0,MORTON ISD,INDEPENDENT,17,353,0.2492917847,0.8271954674,Rural,85,B
040902,38.4,0,WHITEFACE CISD,INDEPENDENT,17,329,0.0972644377,0.5531914894,Rural,86,B
041901,33.2,0,BRONTE ISD,INDEPENDENT,15,235,0.0340425532,0.5191489362,Rural,91,A
041902,39.6,0,ROBERT LEE ISD,INDEPENDENT,15,276,0.0289855072,0.6195652174,Rural,90,A
042901,33.8,0,COLEMAN ISD,INDEPENDENT,15,794,0.0226700252,0.5793450882,Rural,86,B
042903,36.2,0,SANTA ANNA ISD,INDEPENDENT,15,270,0.0037037037,0.9962962963,Rural,94,A
042905,33.1,0,PANTHER CREEK CISD,INDEPENDENT,15,145,0.0068965517,0.6827586207,Rural,91,A
043801,71.1,0,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,CHARTER,10,1399,0.1979985704,0.0243030736,Charter School Districts,86,B
043802,74.9,0,LONE STAR LANGUAGE ACADEMY,CHARTER,10,174,0.1896551724,0.0172413793,Charter School Districts,69,Not Rated: SB 1365
043901,43.8,0,ALLEN ISD,INDEPENDENT,10,21769,0.1331250861,0.1774082411,Other Central City Suburban,85,B
043902,45.1,1,ANNA ISD,INDEPENDENT,10,5018,0.1673973695,0.5326823436,Non-metropolitan Fast Growing,88,B
043903,54.8,0,CELINA ISD,INDEPENDENT,10,3897,0.1306132923,0.1911726969,Non-metropolitan Fast Growing,75,C
043904,38.6,1,FARMERSVILLE ISD,INDEPENDENT,10,2115,0.2023640662,0.5905437352,Non-metropolitan Fast Growing,92,A
043905,46.8,0,FRISCO ISD,INDEPENDENT,10,66916,0.1528782354,0.1423127503,Other Central City,82,B
043907,34.3,0,MCKINNEY ISD,INDEPENDENT,10,23342,0.1757347271,0.3522405963,Other Central City Suburban,85,B
043908,67.2,0,MELISSA ISD,INDEPENDENT,10,5654,0.1149628582,0.1804032543,Non-metropolitan Fast Growing,73,C
043910,42.2,0,PLANO ISD,INDEPENDENT,10,48921,0.3087017845,0.3684511764,Major Suburban,89,B
043911,32.6,1,PRINCETON ISD,INDEPENDENT,10,7837,0.2786780656,0.6038024754,Non-metropolitan Fast Growing,92,A
043912,56.9,0,PROSPER ISD,INDEPENDENT,10,24983,0.1211623904,0.0683664892,Other Central City Suburban,76,C
043914,73.6,0,WYLIE ISD,INDEPENDENT,10,18850,0.2106100796,0.2853580902,Other Central City Suburban,91,A
043917,48.5,0,BLUE RIDGE ISD,INDEPENDENT,10,1009,0.1764122894,0.5074331021,Non-metropolitan Fast Growing,88,B
043918,30.2,1,COMMUNITY ISD,INDEPENDENT,10,4143,0.2500603427,0.5339126237,Other Central City Suburban,92,A
043919,87.3,0,LOVEJOY ISD,INDEPENDENT,10,4254,0.025858016,0.0394922426,Non-metropolitan Stable,91,A
044902,50.8,0,WELLINGTON ISD,INDEPENDENT,16,530,0.0773584906,0.6056603774,Rural,86,B
045902,32.7,1,COLUMBUS ISD,INDEPENDENT,04,1610,0.198136646,0.6192546584,Non-metropolitan Stable,90,A
045903,60.1,0,RICE CISD,INDEPENDENT,03,1286,0.1493001555,0.7962674961,Non-metropolitan Stable,90,A
045905,55.7,0,WEIMAR ISD,INDEPENDENT,03,704,0.2002840909,0.6036931818,Rural,94,A
046802,10,0,TRINITY CHARTER SCHOOL,CHARTER,20,320,0.078125,0.95625,Charter School Districts,,Not Rated
046901,30,1,NEW BRAUNFELS ISD,INDEPENDENT,20,9745,0.1129810159,0.3987685993,Other Central City Suburban,78,C
046902,41.6,1,COMAL ISD,INDEPENDENT,20,28511,0.0761811231,0.3141945214,Major Suburban,84,B
047901,50.9,0,COMANCHE ISD,INDEPENDENT,14,1339,0.1919342793,0.6310679612,Non-metropolitan Stable,92,A
047902,66.5,0,DE LEON ISD,INDEPENDENT,14,720,0.0791666667,0.625,Rural,91,A
047903,43.9,0,GUSTINE ISD,INDEPENDENT,14,141,0.3687943262,0.7517730496,Rural,93,A
047905,20.5,0,SIDNEY ISD,INDEPENDENT,14,124,0,0.6290322581,Rural,93,A
048901,41,0,EDEN CISD,INDEPENDENT,15,215,0.0790697674,0.6744186047,Rural,83,B
048903,30,0,PAINT ROCK ISD,INDEPENDENT,15,223,0.0852017937,0.802690583,Rural,81,B
049901,25.9,0,GAINESVILLE ISD,INDEPENDENT,11,3096,0.3427002584,0.648255814,Independent Town,89,B
049902,73.6,0,MUENSTER ISD,INDEPENDENT,11,563,0.0124333925,0.2273534636,Rural,90,A
049903,34.9,0,VALLEY VIEW ISD,INDEPENDENT,11,920,0.2076086957,0.5315217391,Non-metropolitan Stable,87,B
049905,47.5,0,CALLISBURG ISD,INDEPENDENT,11,1166,0.0506003431,0.4451114923,Non-metropolitan Stable,78,C
049906,46.5,0,ERA ISD,INDEPENDENT,11,542,0.0276752768,0.3505535055,Rural,83,B
049907,45.2,0,LINDSAY ISD,INDEPENDENT,11,486,0.0020576132,0.0781893004,Rural,83,B
049908,21.2,0,WALNUT BEND ISD,INDEPENDENT,11,54,0.0555555556,0.9074074074,Rural,69,Not Rated: SB 1365
049909,50,0,SIVELLS BEND ISD,INDEPENDENT,11,70,0,0.6285714286,Rural,80,B
050901,33.4,0,EVANT ISD,INDEPENDENT,12,203,0.1822660099,0.6600985222,Rural,70,C
050902,41.7,0,GATESVILLE ISD,INDEPENDENT,12,2708,0.0686853767,0.5468980798,Other Central City Suburban,89,B
050904,19.5,0,OGLESBY ISD,INDEPENDENT,12,197,0.0710659898,0.6395939086,Rural,83,B
